seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,compass_magneticBearing,barometer_relativeAltitude,barometer_pressure,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,GIS_Elevation,Temperature (°C),Humidity (%),Cloud Cover (%),Wind Speed (km/h)
23.55,0.108617604,0.030724049,0.723373711,-0.806311458,9.765913486,0.383632526,-0.009010255,-0.078343409,0.137291856,-0.583930224,-0.648236364,0.34770678,0.343387604,-2.697496772,-1.479616642,-0.578216434,19.27500153,-44.08125305,-19.51875114,156.1167021,,,-0.937029353,9.711031246,1.175354457,8.831250191,-59.55000305,-34.81875229,-0.016493349,-0.076205381,0.138208156,-0.937029353,9.711031246,1.175354457,20.39516849,32,83,18,21
23.56,-0.832425058,0.358046055,0.823248148,-0.817640424,9.764910221,0.385202765,-0.00424551,-0.036835145,0.079473509,-0.583600104,-0.648677498,0.347714737,0.343107656,-2.701317787,-1.47849983,-0.581624597,19.01250076,-45.80625153,-21.41250038,154.9458843,0.509963989,996.5639648,-1.78983134,10.08239784,1.101176989,8.587500572,-61.27500153,-36.71250153,-0.011728604,-0.034697119,0.080389806,-1.78983134,10.08239784,1.101176989,20.4266533,32,83,18,21
23.57,-1.009667814,0.059710979,0.122741297,-0.812620729,9.765238762,0.387485057,0.022296565,0.037720899,-0.092393299,-0.583649397,-0.648489863,0.347696722,0.343396619,-2.696643591,-1.478864014,-0.577380717,17.00625038,-43.83750153,-17.73750114,157.9707917,,,-1.621137351,10.1904335,0.547956377,6.562500477,-59.32500076,-33.03750229,0.014813471,0.039858926,-0.091476999,-1.621137351,10.1904335,0.547956377,20.39300391,32,83,18,21
23.58,-0.526319683,-1.150237083,-0.046870381,-0.800638855,9.766123772,0.390124261,0.029352052,-0.021319181,-0.157053334,-0.583997667,-0.648175597,0.347404093,0.343693882,-2.688183546,-1.479851484,-0.568902791,20.88750076,-44.77500153,-19.81875038,156.1243906,,,-0.461814794,9.460742188,0.657069087,10.44375038,-60.24375153,-35.11875153,0.021868959,-0.019181154,-0.156137034,-0.461814794,9.460742188,0.657069087,20.41110234,32,83,18,21
23.59,0.962096483,-0.571124077,0.484397769,-0.794492036,9.76649189,0.39345108,0.032650723,-0.017165301,-0.01178969,-0.584222674,-0.648131281,0.347035527,0.343767464,-2.681773186,-1.480267227,-0.562003195,18.67500114,-46.70625305,-21.90000153,154.8786831,,,0.287138718,9.244909668,1.107398319,8.231250763,-62.19375229,-37.20000076,0.025167629,-0.015027273,-0.010873393,0.287138718,9.244909668,1.107398319,20.3945019,32,83,18,21
23.6,0.732632607,-0.15486145,0.725183204,-0.800593346,9.766014099,0.392936543,-0.051007209,-0.094378607,0.117438756,-0.584198534,-0.648475677,0.346840322,0.3433557,-2.685320377,-1.479729831,-0.564578921,18.26250076,-43.01250076,-18.41250038,156.8255289,0.533737183,996.5613403,-0.529412001,9.098109961,0.800997376,7.818750381,-58.50000381,-33.71250153,-0.058490303,-0.092240581,0.118355047,-0.529412001,9.098109961,0.800997376,20.38813289,32,83,18,21
23.61,-0.051979393,0.115687847,0.278595403,-0.815290481,9.765006065,0.387729809,-0.040286532,-0.097188587,0.141293027,-0.584005862,-0.649029136,0.346885338,0.34259142,-2.697670341,-1.478606761,-0.575790703,21.09375,-45.41250229,-21.24375153,154.9300316,,,-1.185882902,9.836415291,0.540777916,10.65000057,-60.90000153,-36.54375076,-0.047769626,-0.095050559,0.142209317,-1.185882902,9.836415291,0.540777916,20.4032834,32,83,18,21
23.62,-1.219705254,0.094099045,0.015326545,-0.82438156,9.764183998,0.389218047,0.03216203,-0.047708539,0.023151776,-0.583735049,-0.649385571,0.346886337,0.342376426,-2.700486541,-1.477699995,-0.57828331,18.65625,-46.78125,-21.50625038,155.3108384,,,-2.300938249,9.630632591,0.41252262,8.212500572,-62.26875305,-36.80625153,0.024678937,-0.045570511,0.024068072,-2.300938249,9.630632591,0.41252262,20.39693938,32,83,18,21
23.63,-1.028159618,0.139230251,0.106686473,-0.817733079,9.764703274,0.390215844,-0.00442877,-0.014355322,-0.113315416,-0.58392033,-0.649186015,0.34677124,0.342555508,-2.696355581,-1.478271544,-0.574241579,19.96875,-47.11875153,-20.96250153,156.0163592,,,-1.687538177,9.860821724,0.493519671,9.525000572,-62.60625076,-36.26250076,-0.011911864,-0.012217295,-0.11239912,-1.687538177,9.860821724,0.493519671,20.40340149,32,83,18,21
23.64,0.362714797,-0.022990227,-0.0540829,-0.809699029,9.765508175,0.386809602,-0.033322674,-0.005681042,-0.075197455,-0.584252477,-0.648890764,0.346733242,0.342587039,-2.695926666,-1.479164124,-0.573779166,17.77500153,-42.76875305,-17.28750038,157.9910147,0.586578369,996.5549927,-0.284267329,9.697631836,0.330209517,7.331250191,-58.23750305,-32.58750153,-0.040805767,-0.003543016,-0.074281157,-0.284267329,9.697631836,0.330209517,20.40602272,32,83,18,21
23.65,0.852816582,0.646773338,0.178166926,-0.808262408,9.765690804,0.385196835,-0.020250167,-0.015088361,0.007269291,-0.584347188,-0.648838043,0.346726239,0.342532426,-2.696860552,-1.479368448,-0.574607909,18.63750076,-42.90000153,-18.5625,156.6022368,,,-0.319681109,9.934521103,0.510149777,8.193750381,-58.36875153,-33.86250305,-0.027733262,-0.012950334,0.008185588,-0.319681109,9.934521103,0.510149777,20.38383842,32,83,18,21
23.66,0.600910932,0.26139164,0.12811631,-0.80903241,9.765691757,0.383546382,-0.018173227,-0.064904383,0.032833982,-0.584473789,-0.648956597,0.34656094,0.34225896,-2.698894382,-1.479368806,-0.575930059,18.54375076,-42.9375,-19.44375038,155.6371548,,,-0.13998013,10.06839967,0.578464866,8.100000381,-58.42500305,-34.74375153,-0.025656321,-0.062766357,0.033750279,-0.13998013,10.06839967,0.578464866,20.38634862,32,83,18,21
23.67,0.194653988,0.549885273,0.342391402,-0.81525588,9.765264988,0.381222039,-0.024404048,-0.111971515,0.090835592,-0.584506601,-0.649303198,0.346369475,0.341738939,-2.704184532,-1.478893757,-0.580079347,17.30625153,-43.95000076,-18.88125038,156.7512767,,,-0.929850876,10.07474041,0.694397134,6.862500191,-59.41875076,-34.18125153,-0.031887142,-0.109833488,0.091751889,-0.929850876,10.07474041,0.694397134,20.40328428,32,83,18,21
23.68,-0.517317563,0.064516068,0.306254372,-0.825460315,9.764380455,0.381930023,0.019578216,-0.040744681,0.0650571,-0.584280044,-0.649747998,0.346286416,0.341365039,-2.70823741,-1.477916181,-0.583416164,18.50625038,-44.86875153,-18.75,157.320658,0.486175537,996.5670776,-1.566700608,10.1766746,0.865005389,8.0625,-60.33750153,-34.05000305,0.012095123,-0.038606654,0.065973395,-1.566700608,10.1766746,0.865005389,20.39431921,32,83,18,21
23.69,-1.050527304,0.115577221,0.254694283,-0.825314939,9.764342308,0.383222997,-0.001985311,0.015882484,-0.069944018,-0.584228992,-0.649732858,0.346304119,0.341463193,-2.706879854,-1.477873504,-0.582247525,17.23125076,-43.3125,-19.63125038,155.6177436,,,-1.762553167,9.710552979,0.448414957,6.787500381,-58.78125381,-34.93125153,-0.009468404,0.018020511,-0.069027721,-1.762553167,9.710552979,0.448414957,20.40952632,32,83,18,21
23.7,-0.329920664,-0.505310059,-1.039712489,-0.813232273,9.765359402,0.383144408,0.01847866,0.025228715,-0.132985263,-0.584532738,-0.649269104,0.346284479,0.341845229,-2.701296687,-1.478998482,-0.577222824,18.39375114,-43.95000076,-18.26250076,157.4356975,,,-0.945643514,9.011370087,-0.938465047,7.968750477,-59.41875076,-33.5625,0.010995566,0.027366742,-0.132068962,-0.945643514,9.011370087,-0.938465047,20.40630109,32,83,18,21
23.71,0.274090886,-1.408880234,-1.514230013,-0.80586037,9.76578331,0.387870654,0.095325448,-0.032925612,-0.055649781,-0.584692657,-0.649129808,0.346002802,0.342121407,-2.693007469,-1.479471385,-0.568912715,20.13750076,-43.91250229,-19.57500076,155.9739855,,,-0.446859613,8.237292051,-1.07138636,9.693750381,-59.40000153,-34.875,0.087842354,-0.030787585,-0.054733483,-0.446859613,8.237292051,-1.07138636,20.41394143,32,83,18,21
23.72,0.332234263,-1.460267067,-0.494133115,-0.80870384,9.765440941,0.390578091,0.039248062,-0.094073175,0.064904382,-0.584677339,-0.649390876,0.345722288,0.341935694,-2.691663027,-1.479088783,-0.56682241,18,-43.23750305,-20.02500153,155.1492754,0.438613892,996.5724487,-0.199561404,8.616075706,0.192861502,7.556250095,-58.72500229,-35.32500076,0.031764969,-0.091935148,0.065820681,-0.199561404,8.616075706,0.192861502,20.40776279,32,83,18,21
23.73,0.404903322,-0.653851032,0.331669599,-0.816933423,9.764802933,0.389386237,-0.026725334,-0.101220294,0.120767967,-0.584566593,-0.649759948,0.345635608,0.341511086,-2.696796894,-1.478380919,-0.571145892,19.91250038,-45.76875305,-19.89375114,156.5074428,,,-0.803031272,9.371729279,1.042313552,9.46875,-61.23750305,-35.19375229,-0.034208428,-0.099082265,0.121684264,-0.803031272,9.371729279,1.042313552,20.39722984,32,83,18,21
23.74,0.073865831,0.548556328,0.963435411,-0.831009388,9.763713837,0.386901528,-0.040469793,-0.081245016,0.140804332,-0.584345073,-0.650343478,0.345576361,0.340838879,-2.705850959,-1.477186143,-0.579045475,17.8125,-43.74375153,-18.03750038,157.5914612,,,-1.053440176,10.5601244,1.539781362,7.368750095,-59.21250153,-33.33750153,-0.047952885,-0.07910699,0.141720628,-1.053440176,10.5601244,1.539781362,20.40693485,32,83,18,21
23.75,-0.550272524,1.210416794,1.312509835,-0.840794444,9.762793541,0.388995454,0.009560034,-0.049052442,0.057115856,-0.584113568,-0.650806218,0.345427036,0.340503633,-2.708267689,-1.476186037,-0.580703735,16.70625114,-44.08125305,-19.48125076,156.1574671,,,-1.527099395,11.0902544,1.707996821,6.281250477,-59.56875229,-34.78125,0.00207694,-0.046914415,0.058032154,-1.527099395,11.0902544,1.707996821,20.39102297,32,83,18,21
23.76,-1.097744763,0.802334309,0.833981454,-0.83958596,9.76263237,0.395585939,0.050854493,-0.025350888,-0.062857986,-0.584078074,-0.650926292,0.345111459,0.340654999,-2.701273918,-1.476013243,-0.573448628,16.51875114,-46.36875153,-21.67500114,154.9463349,0.486175537,996.5670776,-1.925743628,10.33316536,0.994935656,6.075000286,-61.83750153,-36.97500229,0.043371399,-0.023212861,-0.061941689,-1.925743628,10.33316536,0.994935656,20.39225608,32,83,18,21
23.77,-0.935788184,-0.090301037,0.248151883,-0.832503885,9.763000488,0.40140371,0.051923505,-0.041996954,-0.099418243,-0.584234506,-0.650839359,0.344752088,0.340916634,-2.692312598,-1.476411462,-0.564318836,16.55625153,-43.59375,-18.03750038,157.5220163,,,-1.604985744,9.424730062,0.620937482,6.112500191,-59.06250381,-33.33750153,0.044440413,-0.039858926,-0.098501945,-1.604985744,9.424730062,0.620937482,20.41155941,32,83,18,21
23.78,0.03176026,-0.521119595,0.429346129,-0.825757921,9.7634058,0.40549159,0.033261587,0.010445787,-0.070677055,-0.584383309,-0.65070498,0.344506845,0.341165945,-2.685126543,-1.476849854,-0.557127625,22.59375,-45.99375153,-20.28750038,156.1980823,,,-0.72885378,9.297551727,0.880080187,12.15000057,-61.46250153,-35.58750153,0.025778493,0.012583814,-0.069760758,-0.72885378,9.297551727,0.880080187,20.39785678,32,83,18,21
23.79,0.029694498,0.203433037,0.478748381,-0.823667109,9.763745308,0.401521832,-0.073151057,-0.034880379,-0.010567961,-0.584575415,-0.650626004,0.344501317,0.340993017,-2.688010693,-1.477221012,-0.559712946,18.07500076,-45.30000305,-20.58750153,155.5596187,,,-0.328295279,9.709595871,0.325423883,7.631250381,-60.76875305,-35.88750076,-0.08063415,-0.032742353,-0.009651664,-0.328295279,9.709595871,0.325423883,20.41193521,32,83,18,21
23.8,0.56392327,-0.092075825,-0.502315536,-0.824811459,9.763845921,0.396725923,-0.011453715,-0.073151056,0.045509426,-0.584699124,-0.650654614,0.344531953,0.340695247,-2.693267822,-1.477329493,-0.564535111,18.11250114,-43.74375153,-18.03750038,157.5914612,0.42539978,996.5740356,-0.773479909,9.31166935,-0.270388957,7.668750286,-59.21250153,-33.33750153,-0.018936808,-0.071013031,0.046425723,-0.773479909,9.31166935,-0.270388957,20.41289689,32,83,18,21
23.81,-0.042273134,0.024947166,-0.117648512,-0.830751956,9.763278961,0.398277402,0.037659813,-0.100120738,0.051129382,-0.584643394,-0.651031047,0.344260231,0.340346217,-2.69454658,-1.476712525,-0.564824849,20.45625114,-44.11875153,-21.1875,154.3479134,,,-1.158604741,9.765587807,0.895872778,10.01250076,-59.60625076,-36.48750305,0.03017672,-0.097982712,0.052045679,-1.158604741,9.765587807,0.895872778,20.41430249,32,83,18,21
23.82,-0.696082026,-0.278111458,1.199255288,-0.831639796,9.76309967,0.400799558,-0.0033903,-0.091935149,-0.044287696,-0.584747761,-0.651282042,0.343851015,0.340100273,-2.692497611,-1.476517797,-0.561720729,16.44375038,-45.76875305,-19.85625076,156.5469398,,,-1.698425531,8.785487556,1.66923306,6.018750191,-61.25625229,-35.15625,-0.010873393,-0.089797121,-0.043371399,-1.698425531,8.785487556,1.66923306,20.41666541,32,83,18,21
23.83,-1.145844281,-2.027745724,1.013064325,-0.825774431,9.763370991,0.406279474,0.049632763,-0.062155491,-0.095600337,-0.584956229,-0.651312172,0.343358755,0.34018147,-2.684366226,-1.476812661,-0.552916527,19.66875076,-43.3125,-16.96875,158.6060012,,,-2.12183547,7.304091096,1.299900889,9.243750572,-58.80000305,-32.26875305,0.042149669,-0.060017465,-0.094684042,-2.12183547,7.304091096,1.299900889,20.39723941,32,83,18,21
23.84,-0.496450275,-1.221932173,1.012159348,-0.826633513,9.763310909,0.405939341,-0.053481212,-0.008613192,0.003726273,-0.58495304,-0.651351631,0.343347579,0.340122506,-2.685108542,-1.476746917,-0.553547233,21.73125076,-44.36250305,-18.11250114,157.790591,0.406906128,996.5762939,-0.649890658,9.874700546,1.575434446,11.30625057,-59.85000229,-33.41250229,-0.060964306,-0.006475166,0.004642574,-0.649890658,9.874700546,1.575434446,20.39275467,32,83,18,21
23.85,0.390182197,2.187178135,0.028724372,-0.834776819,9.763802052,0.376342371,-0.327148634,0.087659095,0.092546013,-0.585084409,-0.650960773,0.344690755,0.339285135,-2.718071938,-1.477282584,-0.587315083,19.48125076,-43.51875305,-19.875,155.4538358,,,-0.701695226,11.51366448,0.027517471,9.037500381,-58.98750305,-35.17500305,-0.334631729,0.089797122,0.09346231,-0.701695226,11.51366448,0.027517471,20.40328795,32,83,18,21
23.86,-0.06561172,-0.393285751,-2.77860713,-0.825340688,9.764845848,0.37011385,0.100181821,0.06429352,-0.186161044,-0.585430801,-0.650490582,0.34488067,0.339396685,-2.720037937,-1.478429317,-0.58973968,18.09375,-45.22500229,-18.9375,157.2790081,,,0.293360066,10.43988533,-2.223889363,7.650000095,-60.71250153,-34.23750305,0.092698726,0.066431542,-0.185244747,0.293360066,10.43988533,-2.223889363,20.3948469,32,83,18,21
23.87,0.981436372,1.216738701,-1.539218187,-0.801969677,9.766230583,0.384570986,0.18805472,-0.102808542,-0.269696805,-0.585899234,-0.64998576,0.344103754,0.340342388,-2.69440496,-1.479973793,-0.564340562,15.69375038,-45.39375305,-19.51875114,156.7328946,,,-0.412522636,10.08957577,0.298624253,5.25,-60.86250305,-34.81875229,0.180571631,-0.100670516,-0.268780503,-0.412522636,10.08957577,0.298624253,20.40404297,32,83,18,21
23.88,1.367958069,-0.982699633,0.492729634,-0.787431031,9.767088413,0.392834172,0.076632987,-0.211908996,0.057726721,-0.586763322,-0.650223732,0.342573777,0.339942575,-2.678843498,-1.480942249,-0.545633197,19.06875038,-43.89375305,-18.01875114,157.6814416,0.42805481,996.5739136,0.632303394,5.79721117,0.644267503,8.625,-59.36250305,-33.31875229,0.069149893,-0.209770967,0.058643021,0.632303394,5.79721117,0.644267503,20.40822343,32,83,18,21
23.89,0.295427114,-1.35336256,1.436448306,-0.812920362,9.76476717,0.398393318,-0.08750638,-0.06307179,0.385913819,-0.586008012,-0.651278853,0.34246622,0.339333117,-2.685823321,-1.478346586,-0.551519185,19.80000114,-48.05625153,-20.79375076,156.6020549,,,-1.965943128,9.514819908,1.997528362,9.356250763,-63.54375076,-36.09375,-0.094989475,-0.060933763,0.386830121,-1.965943128,9.514819908,1.997528362,20.4075362,32,83,18,21
23.9,-2.29298234,-0.049800873,-0.211118475,-0.848240256,9.76267004,0.3755963,-0.231120685,-0.117224952,0.220216751,-0.585387766,-0.652103037,0.343525454,0.337746739,-2.724720955,-1.476053953,-0.589624047,17.15625,-47.17500305,-23.85000038,153.1804653,,,-2.949871755,10.13982525,-0.31680972,6.712500095,-62.66250229,-39.15000153,-0.23860378,-0.115086923,0.221133053,-2.949871755,10.13982525,-0.31680972,20.39498212,32,83,18,21
23.91,-2.004840404,1.119788647,-0.147620261,-0.850484341,9.76264143,0.371314615,0.039553495,0.001832594,-0.094684041,-0.585291088,-0.651997477,0.343892276,0.337744966,-2.729934812,-1.476022899,-0.595428646,19.33125114,-46.03125,-23.17500114,153.2764664,,,-2.31027025,11.78465128,0.759122983,8.887500763,-61.51875305,-38.47500229,0.0320704,0.003970621,-0.093767742,-2.31027025,11.78465128,0.759122983,20.38667441,32,83,18,21
23.92,-0.356317222,0.361638546,1.240983546,-0.816907912,9.764803886,0.389247328,0.157267141,0.118446681,-0.359860441,-0.585905492,-0.651108116,0.343087137,0.339210615,-2.696850061,-1.478387117,-0.563350856,19.70625114,-45.35625076,-20.21250153,155.9803963,0.459762573,996.5700073,-0.951864845,10.14173937,1.739582086,9.262500763,-60.82500076,-35.51250076,0.149784046,0.120584708,-0.358944145,-0.951864845,10.14173937,1.739582086,20.39722117,32,83,18,21
23.93,0.530555725,0.275553703,1.29619503,-0.787492573,9.767159462,0.390939474,-0.050671234,0.046242465,-0.297796583,-0.586819291,-0.650217593,0.342590153,0.339841425,-2.680800676,-1.481023312,-0.547451198,17.51250076,-44.38125229,-20.10000038,155.6345157,,,0.847059226,9.197053337,0.593420027,7.087500095,-59.86875153,-35.40000153,-0.058154327,0.048380491,-0.296880281,0.847059226,9.197053337,0.593420027,20.38570377,32,83,18,21
23.94,2.311753392,-0.890181541,-0.661975622,-0.777514189,9.76813364,0.386566043,-0.016646065,-0.00122173,0.040775224,-0.587271094,-0.649885118,0.342478484,0.339809448,-2.680202127,-1.482137144,-0.546592563,21.31875038,-45.41250229,-18.45000076,157.8892828,,,1.203589797,8.440681934,-0.55633126,10.875,-60.88125229,-33.75,-0.024129158,9.16E-04,0.041691521,1.203589797,8.440681934,-0.55633126,20.41560388,32,83,18,21
23.95,1.86482203,1.06635952,0.00878489,-0.79251036,9.767144203,0.38097842,-0.081580991,-0.152166416,0.262977284,-0.587121189,-0.650492519,0.342441484,0.338942066,-2.693445802,-1.481006742,-0.558402926,17.79375076,-46.59375,-20.625,156.1231389,,,0.212004089,11.18740311,0.579541647,7.350000381,-62.06250381,-35.92500305,-0.089064085,-0.150028388,0.263893586,0.212004089,11.18740311,0.579541647,20.3938351,32,83,18,21
23.96,-0.540339977,0.028533936,-0.581332147,-0.816098332,9.765428066,0.375183836,0.037415467,-0.159008102,0.162673293,-0.586779296,-0.651447624,0.342381969,0.337758139,-2.710672379,-1.479075611,-0.573668659,16.70625114,-43.125,-18.11250114,157.217593,0.398986816,996.5773315,-2.101376867,9.522476959,-0.373280326,6.281250477,-58.61250305,-33.41250229,0.029932375,-0.156870075,0.163589589,-2.101376867,9.522476959,-0.373280326,20.38617839,32,83,18,21
23.97,-2.099624395,0.354453087,-0.288016066,-0.824606359,9.764432907,0.382435411,0.083077611,-0.044134981,-0.016187917,-0.58640033,-0.651860952,0.34222874,0.337774217,-2.707338929,-1.477973223,-0.570141792,17.10000038,-45.1875,-18.67500114,157.5457672,,,-2.977867782,10.78504992,0.418145757,6.656250477,-60.65625381,-33.97500229,0.075594517,-0.041996953,-0.015271619,-2.977867782,10.78504992,0.418145757,20.38101791,32,83,18,21
23.98,-1.455927134,-0.534218311,-0.304035276,-0.812118709,9.765487671,0.382186234,-0.004612029,0.040133817,-0.198958659,-0.586687714,-0.651346326,0.342278272,0.338217288,-2.701723576,-1.479142487,-0.565292418,18.41250038,-42.91875076,-17.26875114,158.0821612,,,-1.658226102,9.393743229,0.161276252,7.987500191,-58.38750076,-32.56875229,-0.012095121,0.042271844,-0.198042361,-1.658226102,9.393743229,0.161276252,20.4058329,32,83,18,21
23.99,0.929358214,0.470640659,0.085783914,-0.789038181,9.767560482,0.377544418,-0.058734649,0.071165747,-0.195904335,-0.587411821,-0.650444448,0.342274353,0.338699803,-2.695294857,-1.481481493,-0.559578747,17.41875076,-45.86250305,-20.23125076,156.1963639,,,0.272183582,9.707681417,0.332004137,6.975000381,-61.33125305,-35.53125,-0.066217743,0.073303774,-0.194988039,0.272183582,9.707681417,0.332004137,20.40547609,32,83,18,21
24,2.260857821,0.606855392,0.268692881,-0.778517067,9.768466949,0.375973672,-0.013286309,-0.041844238,-0.028099779,-0.587884188,-0.650196314,0.341962069,0.338672191,-2.691689253,-1.482522368,-0.555398405,15.43125057,-45.78750229,-19.20000076,157.2503112,0.396347046,996.5774536,1.689811349,10.61503983,0.852323413,4.987500191,-61.27500153,-34.5,-0.020769402,-0.039706212,-0.027183483,1.689811349,10.61503983,0.852323413,20.39362417,32,83,18,21
24.01,2.47335577,1.011582851,0.475208059,-0.785622686,9.767890453,0.376135245,0.005650499,-0.070554882,0.199325177,-0.587875009,-0.650645465,0.341637298,0.338152856,-2.69506228,-1.481859505,-0.557424068,19.80000114,-43.59375,-16.80000114,158.9245161,,,0.521635342,10.21495991,0.216311171,9.356250763,-59.08125305,-32.10000229,-0.001832594,-0.068416856,0.200241476,0.521635342,10.21495991,0.216311171,20.38286848,32,83,18,21
24.02,-0.453288272,0.058747768,-0.755239487,-0.804615885,9.766361237,0.375689879,-0.003023781,-0.127854002,0.13579524,-0.587437302,-0.651398748,0.341619149,0.337480992,-2.704748631,-1.480121017,-0.566039294,16.36875153,-45.50625229,-21.43125153,154.7818246,,,-1.816152364,10.12941623,-0.480359137,5.925000191,-60.97500229,-36.73125076,-0.010506874,-0.125715971,0.136711536,-1.816152364,10.12941623,-0.480359137,20.39638516,32,83,18,21
24.03,-0.961346537,0.829216957,-0.716243535,-0.812823236,9.765933037,0.369124264,-0.043065968,-0.071623894,0.001527162,-0.587381631,-0.651636869,0.341777503,0.336957499,-2.715313554,-1.479638815,-0.576026946,17.70000076,-46.38750076,-19.76250076,156.9245052,,,-1.936272073,10.17858906,-0.368973255,7.256250381,-61.87500381,-35.0625,-0.050549061,-0.069485868,0.00244346,-1.936272073,10.17858906,-0.368973255,20.3924487,32,83,18,21
24.04,-0.661658555,0.101903915,-0.427155897,-0.807597876,9.766349792,0.369554132,0.038515025,-4.28E-04,-0.089613862,-0.587526858,-0.651465267,0.341714859,0.337099612,-2.712435126,-1.480107009,-0.573265135,20.32500076,-46.55625153,-21.30000114,155.4153801,0.541671753,996.5602417,-1.07342025,10.14987507,0.352702062,9.881250381,-62.04375076,-36.60000229,0.031031931,0.001710422,-0.088697565,-1.07342025,10.14987507,0.352702062,20.40708483,32,83,18,21
24.05,0.166308194,0.846445084,0.36313054,-0.80218628,9.766842842,0.368337587,-0.041844237,-0.022601997,-0.033750278,-0.587754309,-0.651307523,0.341611847,0.337112367,-2.711142778,-1.480663419,-0.571813315,16.83750153,-42.65625,-18.82500076,156.1872354,,,-0.580259487,10.25085211,0.537786889,6.393750191,-58.12500381,-34.125,-0.049327331,-0.02046397,-0.032833982,-0.580259487,10.25085211,0.537786889,20.40423117,32,83,18,21
24.06,0.579751939,0.231925964,-0.326645374,-0.803106815,9.766815186,0.36705628,0.002596175,0.005681043,0.023151774,-0.587770283,-0.651337713,0.341622934,0.337014839,-2.712893605,-1.480631649,-0.573425323,16.51875114,-45,-19.96875,156.0707452,,,-0.255074891,10.09388332,0.092841513,6.075000286,-60.48750305,-35.26875305,-0.004886918,0.007819069,0.024068073,-0.255074891,10.09388332,0.092841513,20.39458375,32,83,18,21
24.07,0.06178546,0.547250748,0.002027869,-0.808130562,9.766489029,0.364700705,-0.028557929,-0.079840027,0.06969967,-0.587740123,-0.651545763,0.341601104,0.336687356,-2.717667341,-1.480263352,-0.577644587,18.75,-43.59375,-16.78125,158.9459772,,,-0.643190718,10.32263699,0.577148813,8.306250572,-59.08125305,-32.08125305,-0.036041021,-0.077702001,0.07061597,-0.643190718,10.32263699,0.577148813,20.3887157,32,83,18,21
24.08,0.142362535,0.419747353,0.510028079,-0.812077969,9.766189575,0.363938048,0.004581486,-0.053603384,0.034513859,-0.58774209,-0.651773542,0.341461122,0.336384863,-2.720273137,-1.479926765,-0.579544634,19.81875038,-43.16250229,-18.41250038,156.8976044,0.623580933,996.5506592,-0.742373213,9.996614933,1.386042506,9.375,-58.65000153,-33.71250153,-0.002901608,-0.051465358,0.035430158,-0.742373213,9.996614933,1.386042506,20.41952144,32,83,18,21
24.09,0.002878994,0.693639278,1.468306422,-0.814611107,9.765898705,0.366091654,-0.008399391,-0.027305656,0.013255766,-0.58772704,-0.651995569,0.34122628,0.336219162,-2.719232202,-1.479599893,-0.577865481,18.58125114,-43.91250229,-20.17500114,155.3242286,,,-0.928893769,9.418149853,1.566820264,8.137500763,-59.38125229,-35.47500229,-0.015882485,-0.025167629,0.014172062,-0.928893769,9.418149853,1.566820264,20.39816006,32,83,18,21
24.1,0.068973958,-0.537946701,0.6512537,-0.810924768,9.766016006,0.371097341,0.017501276,0.043188141,-0.035857763,-0.587731779,-0.651939481,0.341058001,0.336490288,-2.712418318,-1.479731858,-0.571214348,16.98750114,-44.51250076,-17.88750076,158.1071031,,,-0.627876675,8.899864578,0.538863668,6.562500477,-60.00000381,-33.1875,0.010018183,0.045326167,-0.034941465,-0.627876675,8.899864578,0.538863668,20.40753097,32,83,18,21
24.11,1.598054335,-1.371727705,-0.081082702,-0.795388609,9.76713419,0.375211224,0.046731157,0.259922972,-0.190742528,-0.587942481,-0.651304275,0.341110215,0.33729814,-2.700790524,-1.480996907,-0.560942978,18.76875114,-43.81875229,-18.41250038,157.2080089,,,1.493121371,10.41775155,0.985842943,8.34375,-59.30625153,-33.71250153,0.03924806,0.262060992,-0.18982623,1.493121371,10.41775155,0.985842943,20.38562212,32,83,18,21
24.12,1.502499893,0.766160965,-0.893092304,-0.785742998,9.768642902,0.355759889,-0.209496078,-0.190406548,-0.016187917,-0.588852733,-0.650930732,0.341102451,0.336438015,-2.716438174,-1.482725799,-0.575148314,17.60625076,-45.71250153,-21.01875114,155.3068805,0.570724487,996.5569458,1.252881968,9.80243721,-1.559641755,7.162500381,-61.20000076,-36.31875229,-0.216979173,-0.188268525,-0.015271622,1.252881968,9.80243721,-1.559641755,20.39942359,32,83,18,21
24.13,0.644138098,0.587500572,-2.46552664,-0.833606273,9.764867783,0.349869564,0.079809486,-0.284235382,0.586246932,-0.587822556,-0.652743429,0.341214597,0.334607035,-2.744049311,-1.478474975,-0.600092679,18.76875114,-45.11250305,-17.04375076,159.3031604,,,-1.360080385,10.53368397,-1.540020646,8.325000763,-60.58125305,-32.34375,0.072326391,-0.282097358,0.587163234,-1.360080385,10.53368397,-1.540020646,20.38110147,32,83,18,21
